p;ingresopcf;housingQ;Wlocation;ToiletDrain;ToiletShare;HHschooling;Wsource;ToiletFacility;children;OlderAdults;ActiveMembers;Overcrowding;WorkingHours;bToiletLoc;Hlandfill;Hfloodplain;Hshanty;kitchen;laundry;garage;bCookingFuel;MonetaryAids;GoodsAids;OtherAids;HHgender;MedicalCov;HHemployed;pondera;bWlocation;iv3;biv3;iv4;iv4new;biv5;bWsource;ToiletLoc;bToiletFacility;CookingFuel;bToiletShare
1;3000;1;1;2;1;4;2;1;0;0;4;1.33;84;1;0;1;1;1;0;0;1;1;1;1;0;1;1;240;1;1;1;4;4;1;0;1;1;1;1
1;2416.67;1;1;2;1;2;2;1;1;0;5;1.5;24;1;1;1;1;1;0;0;1;1;1;1;0;0;1;399;1;1;1;4;4;1;0;1;1;1;1
0;13000;2;1;3;1;6;2;1;0;0;1;1;50;1;1;1;1;1;0;0;0;1;1;1;1;1;1;240;1;2;0;4;4;1;0;1;1;2;1
0;4500;1;1;2;1;4;2;1;2;0;6;2.67;54;1;1;1;1;1;1;0;0;0;1;1;0;1;1;41;1;1;1;2;2;1;0;1;1;2;1
0;25000;1;1;1;1;4;1;1;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;105;1;1;1;4;4;1;1;1;1;1;1
1;1600;2;2;4;3;3;1;3;0;0;3;1;30;0;1;0;1;1;0;0;0;0;1;1;0;0;1;308;0;2;0;4;4;1;1;2;0;2;0
0;7000;1;1;2;1;2;2;1;0;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;296;1;1;1;3;3;1;0;1;1;1;1
0;4250;1;1;2;1;3;1;1;0;0;2;0.67;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;341;1;1;1;1;1;1;1;1;1;1;1
1;3575;3;1;2;1;3;2;1;0;0;2;2;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;22;1;2;0;4;4;0;0;1;1;1;1
1;2750;2;1;2;1;2;1;1;0;0;2;0.67;20;1;1;1;1;1;0;0;0;1;1;1;1;1;1;133;1;2;0;4;4;1;1;1;1;2;1
0;9000;1;1;2;1;6;2;1;1;0;2;1;32;1;1;1;1;1;0;0;1;1;1;1;1;1;1;491;1;1;1;2;2;1;0;1;1;1;1
1;3600;2;1;2;1;6;2;1;2;0;3;1.25;20;1;1;1;1;1;1;1;0;1;1;1;0;1;1;194;1;2;0;4;4;1;0;1;1;2;1
1;2400;1;1;2;1;2;1;1;1;0;4;1.67;48;1;1;1;1;1;0;0;0;1;1;1;0;1;1;114;1;1;1;4;4;1;1;1;1;2;1
0;5250;2;1;3;1;3;2;1;0;0;2;0.67;45;1;0;1;1;1;0;0;0;1;1;1;1;1;1;296;1;2;0;4;4;1;0;1;1;2;1
0;7900;1;1;1;1;5;1;1;0;2;3;1.67;40;1;1;1;1;1;1;1;1;1;1;1;1;1;1;309;1;1;1;2;2;1;1;1;1;1;1
0;8000;1;1;1;1;6;1;1;0;1;1;0.67;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0;257;1;1;1;4;4;1;1;1;1;1;1
0;4666.67;1;1;1;1;3;1;1;0;0;3;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;230;1;1;1;3;3;1;1;1;1;1;1
0;10450;2;1;1;1;3;1;1;0;0;4;1.33;40;1;1;1;1;1;0;1;1;1;1;1;0;1;1;133;1;2;0;3;3;1;1;1;1;1;1
0;6785.71;1;1;2;1;2;1;1;0;0;7;1.17;51;1;1;1;1;1;0;0;0;1;1;1;0;1;1;424;1;1;1;1;1;1;1;1;1;2;1
0;12000;1;1;1;1;3;1;1;0;0;2;0.5;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;141;1;1;1;4;4;1;1;1;1;1;1
0;20000;1;1;1;1;6;1;1;0;0;3;1;21;1;1;1;0;1;1;1;1;1;1;1;1;1;1;230;1;1;1;3;3;1;1;1;1;1;1
0;3750;1;1;2;1;5;1;1;2;0;2;2;0;1;1;0;1;1;0;0;1;1;1;1;1;1;0;332;1;1;1;1;1;1;1;1;1;1;1
0;8000;1;1;3;1;2;2;1;0;2;0;2;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;341;1;1;1;1;1;1;0;1;1;1;1
1;1750;1;1;2;1;3;1;1;1;0;3;1.33;84;1;0;1;1;1;0;0;1;1;1;1;0;1;1;341;1;1;1;1;1;1;1;1;1;1;1
0;10000;1;1;1;1;5;1;1;2;0;2;1;45;1;1;1;1;1;0;0;1;1;1;1;0;1;1;88;1;1;1;9;9;1;1;1;1;1;1
0;12000;1;1;1;1;6;2;1;0;1;0;0.33;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;449;1;1;1;2;2;1;0;1;1;1;1
1;4000;1;1;1;1;5;1;1;0;0;3;1;60;1;1;1;1;1;0;0;1;1;1;1;0;1;1;88;1;1;1;1;1;1;1;1;1;1;1
0;35000;1;1;1;1;6;1;1;1;0;1;0.67;28;1;1;1;1;1;1;0;1;1;1;1;1;1;1;36;1;1;1;9;9;1;1;1;1;1;1
0;6325;1;1;3;1;6;1;1;2;0;2;1.33;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;107;1;1;1;3;3;1;1;1;1;1;1
1;1425;3;2;3;2;1;1;2;2;0;2;4;48;0;1;0;1;1;0;0;0;0;1;1;0;0;1;86;0;2;0;2;2;0;1;2;0;2;0
0;6400;1;1;1;1;4;1;1;0;0;1;0.5;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;401;1;1;1;1;1;1;1;1;1;1;1
0;18000;1;1;1;1;4;1;1;0;1;1;0.67;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;48;1;1;1;3;3;1;1;1;1;1;1
0;8500;1;1;1;1;4;1;1;0;0;2;0.67;59;1;1;0;1;1;1;0;1;1;1;1;0;1;1;113;1;1;1;2;2;1;1;1;1;1;1
0;7666.67;1;1;1;1;4;1;1;1;0;2;1;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;372;1;1;1;9;9;1;1;1;1;1;1
0;6233.33;1;1;1;1;5;1;1;0;0;3;1.5;48;1;1;1;1;1;0;0;1;1;1;1;0;1;1;372;1;1;1;3;3;1;1;1;1;1;1
1;2533.33;2;1;2;1;2;1;1;0;0;6;3;0;1;1;1;1;1;0;0;0;1;1;1;1;1;0;184;1;1;1;1;1;0;1;1;1;2;1
1;2100;1;1;1;1;2;1;1;1;0;4;1.67;6;1;1;1;1;1;1;0;1;0;1;1;1;0;1;306;1;1;1;4;4;1;1;1;1;1;1
1;475;2;1;3;1;2;3;1;2;0;2;1.33;0;1;1;0;1;1;1;0;0;0;1;0;0;0;0;329;1;1;1;2;2;0;0;1;1;2;1
0;11500;2;2;3;1;1;2;2;0;0;2;1;25;0;1;1;1;1;0;0;0;1;1;1;1;1;1;140;0;2;0;4;4;1;0;2;0;2;1
0;38000;1;1;1;1;4;1;1;0;0;1;0.17;45;1;1;1;1;1;1;1;1;1;1;1;0;1;1;100;1;1;1;2;2;1;1;1;1;1;1
1;2000;3;1;3;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;1;1;1;1;1;0;218;1;2;0;1;1;0;1;1;1;2;1
0;7825;1;1;2;1;4;1;1;0;1;3;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;476;1;1;1;2;2;1;1;1;1;1;1
0;5100;1;1;1;1;4;2;1;0;0;2;0.67;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;409;1;1;1;1;1;1;0;1;1;1;1
0;3750;1;1;2;1;5;1;1;1;0;1;1;72;1;1;1;1;1;1;0;0;0;1;1;1;0;1;430;1;1;1;2;2;1;1;1;1;2;1
0;16666.7;1;1;1;1;5;1;1;1;0;2;1;84;1;1;1;1;1;0;0;1;1;1;1;0;1;1;430;1;1;1;2;2;1;1;1;1;1;1
1;1100;3;1;1;1;1;1;1;3;0;2;5;0;1;1;1;1;1;0;0;0;0;1;1;1;0;0;256;1;2;0;4;4;0;1;1;1;2;1
1;2500;2;1;1;1;3;1;1;2;0;3;1.67;60;1;1;1;1;1;0;0;0;1;1;1;0;1;1;256;1;1;1;2;2;0;1;1;1;2;1
1;2142.86;3;1;3;1;2;1;2;4;0;3;7;25;0;1;1;1;1;0;0;0;0;1;1;1;0;1;341;1;2;0;4;4;0;1;2;0;2;1
0;6000;1;1;1;1;4;1;1;2;0;3;1.67;65;1;1;1;1;1;1;0;1;1;1;1;0;1;1;128;1;1;1;2;2;1;1;1;1;1;1
1;2566.67;2;1;2;1;1;1;2;0;1;2;1.5;0;1;0;1;1;1;0;0;1;1;1;1;0;1;0;140;1;2;0;2;2;1;1;1;0;1;1
0;11500;1;1;1;1;3;2;1;0;0;2;1;50;1;1;0;1;1;0;0;1;1;1;1;0;1;1;256;1;1;1;2;2;1;0;1;1;1;1
1;3333.33;1;1;2;1;4;1;1;0;0;6;1.5;36;1;1;1;1;1;1;1;1;1;1;1;0;1;1;188;1;1;1;3;3;1;1;1;1;1;1
1;3350;1;1;2;1;3;1;1;0;0;2;1;14;1;1;0;1;1;0;0;0;0;1;1;0;0;1;188;1;1;1;4;4;1;1;1;1;2;1
0;6600;1;1;1;1;2;1;1;1;0;3;1.33;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;180;1;1;1;3;3;1;1;1;1;1;1
0;3700;1;1;1;1;4;1;1;1;0;1;0.5;20;1;0;0;1;1;1;0;1;0;1;1;1;0;1;309;1;1;1;2;2;1;1;1;1;1;1
0;7950;1;1;1;1;3;1;1;0;0;2;2;8;1;0;0;1;1;0;0;1;1;1;1;1;0;1;309;1;1;1;4;4;1;1;1;1;1;1
1;3600;1;1;3;1;5;2;1;1;0;4;2.5;40;1;0;1;1;1;0;1;0;1;1;1;0;0;1;140;1;1;1;2;2;1;0;1;1;2;1
0;6000;1;1;3;1;3;2;1;0;2;0;0.67;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;361;1;1;1;2;2;1;0;1;1;2;1
0;16000;1;1;1;1;6;1;1;0;2;0;0.67;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;100;1;1;1;3;3;1;1;1;1;1;1
0;7360;1;1;2;1;2;2;1;2;0;3;1.67;60;1;1;0;1;1;0;0;1;0;1;1;1;1;1;351;1;1;1;3;3;1;0;1;1;1;1
1;3250;1;1;1;1;2;1;1;0;0;4;1.33;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;180;1;1;1;1;1;1;1;1;1;1;1
0;27200;1;1;1;1;6;1;1;0;2;0;0.67;6;1;1;1;1;1;1;1;1;1;1;1;0;1;1;71;1;1;1;1;1;1;1;1;1;1;1
1;2460;1;1;1;1;4;1;1;1;0;4;1.67;32;1;1;0;1;1;0;0;1;0;1;1;0;0;1;180;1;1;1;4;4;1;1;1;1;1;1
0;13000;2;1;2;1;6;2;1;0;0;2;0.5;50;1;1;1;1;0;1;0;1;1;1;1;0;1;1;296;1;1;1;3;3;0;0;1;1;1;1
0;4440;3;1;2;1;4;1;1;1;0;4;1.25;58;1;1;1;1;1;1;0;1;0;1;1;0;0;1;79;1;2;0;4;4;0;1;1;1;1;1
0;8000;1;1;2;1;2;2;1;0;0;1;0.33;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;409;1;1;1;1;1;1;0;1;1;1;1
0;17500;1;1;1;1;6;1;1;0;0;2;0.67;32;1;1;0;1;1;1;1;1;1;1;1;0;1;1;157;1;1;1;1;1;1;1;1;1;1;1
0;4500;1;1;2;1;2;2;1;1;0;3;1;42;1;1;1;1;1;0;1;1;1;1;1;1;1;1;76;1;1;1;2;2;1;0;1;1;1;1
0;30000;1;1;2;1;5;2;1;0;0;2;0.67;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;357;1;1;1;4;4;1;0;1;1;1;1
0;3750;2;1;1;1;5;1;1;1;0;3;1.33;45;1;1;1;1;1;0;0;1;1;1;1;1;1;1;159;1;2;0;2;2;1;1;1;1;1;1
0;15100;1;1;1;1;2;1;1;0;1;1;0.67;36;1;1;1;1;1;1;1;1;1;1;1;0;1;1;70;1;1;1;2;2;1;1;1;1;1;1
1;750;2;1;3;1;2;1;2;3;0;3;2;16;1;1;0;1;1;1;1;0;1;1;0;1;0;1;82;1;1;1;2;2;0;1;1;0;2;1
0;14133.3;1;1;1;1;6;2;1;0;1;2;0.75;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;2;1;1;1;3;3;1;0;1;1;1;1
1;375;1;1;1;1;2;2;1;1;1;2;2;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;2;1;1;1;2;2;1;0;1;1;1;1
0;28000;1;1;2;1;3;2;1;0;0;1;0.5;126;1;1;1;1;1;0;1;1;1;1;1;0;0;1;491;1;1;1;3;3;1;0;1;1;1;1
0;13000;1;1;1;1;4;1;1;0;0;4;1.33;42;1;0;1;1;1;1;1;1;1;1;1;0;1;1;16;1;1;1;4;4;1;1;1;1;1;1
1;2720;1;1;1;3;1;1;1;2;0;3;5;15;0;1;1;1;1;0;0;1;0;1;1;1;0;1;53;1;1;1;3;3;1;1;2;1;1;0
1;2495;1;1;2;1;3;1;1;2;0;2;2;61;1;1;1;1;1;1;1;1;0;1;1;0;0;1;437;1;1;1;3;3;1;1;1;1;1;1
0;30000;1;1;1;1;4;1;1;0;0;1;0.33;75;1;1;1;1;1;1;0;1;1;1;1;0;0;1;53;1;1;1;3;3;1;1;1;1;1;1
0;24000;1;1;1;1;6;1;1;0;0;1;0.33;40;1;1;1;1;1;0;1;1;1;1;1;0;1;1;71;1;1;1;9;9;1;1;1;1;1;1
0;10000;1;1;1;1;2;1;1;0;2;0;0.67;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;18;1;1;1;9;9;1;1;1;1;1;1
1;1333.33;1;1;2;1;3;2;1;0;0;3;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;0;375;1;1;1;4;4;1;0;1;1;2;1
1;3000;1;1;1;1;6;1;1;3;0;2;2.5;96;1;1;0;1;1;0;0;0;1;1;1;0;1;1;106;1;1;1;2;2;1;1;1;1;2;1
0;3950;3;1;3;1;4;2;2;3;0;3;6;45;1;1;1;1;1;0;0;0;0;0;1;0;0;1;400;1;1;1;4;4;0;0;1;0;2;1
0;9000;1;1;1;1;2;1;1;0;0;2;2;30;1;1;0;1;1;0;0;1;1;1;1;1;1;1;257;1;1;1;4;4;1;1;1;1;1;1
1;3750;1;1;1;1;5;1;1;0;0;4;2;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;48;1;1;1;4;4;1;1;1;1;1;1
0;20000;1;1;1;1;3;1;1;0;1;0;0.5;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;63;1;1;1;2;2;1;1;1;1;1;1
0;12000;2;1;1;1;2;1;1;0;1;0;0.5;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;125;1;2;0;2;2;1;1;1;1;1;1
0;5000;1;1;1;1;4;1;1;0;1;1;0.67;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;125;1;1;1;4;4;1;1;1;1;1;1
0;24000;1;1;1;1;2;1;1;0;1;2;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;160;1;1;1;2;2;1;1;1;1;1;1
1;3000;1;1;3;1;2;1;1;0;1;0;0.5;45;1;0;0;1;1;0;1;0;1;1;1;1;0;1;133;1;1;1;2;2;1;1;1;1;2;1
0;10750;1;1;1;1;3;1;1;0;2;0;0.5;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;136;1;1;1;3;3;1;1;1;1;1;1
0;6300;1;1;1;1;1;1;1;0;2;0;0.67;0;1;1;1;1;1;0;0;0;1;1;1;0;1;0;70;1;1;1;2;2;1;1;1;1;2;1
0;6666.67;1;1;2;1;2;2;1;0;0;3;1;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;232;1;1;1;2;2;1;0;1;1;1;1
0;10000;1;1;1;1;4;1;1;0;0;2;1;48;1;1;1;1;1;0;1;1;1;1;1;0;1;1;5;1;1;1;9;9;1;1;1;1;1;1
0;6700;1;1;2;1;3;2;1;0;1;0;0.25;0;1;1;0;1;1;1;0;1;1;1;1;1;1;0;380;1;1;1;1;1;1;0;1;1;1;1
0;6900;1;1;1;1;4;1;1;0;1;0;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;5;1;1;1;9;9;1;1;1;1;1;1
0;13100;1;1;1;1;6;2;1;0;0;5;1.25;20;1;1;1;1;1;1;0;1;1;1;1;0;1;1;363;1;1;1;2;2;1;0;1;1;1;1
0;17316.7;3;1;3;1;4;1;1;1;0;5;1.5;54;1;1;0;1;1;0;1;1;0;1;1;0;1;1;80;1;1;1;4;4;0;1;1;1;1;1
0;5866.67;1;1;2;1;3;1;1;0;0;3;0.75;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;276;1;1;1;3;3;1;1;1;1;1;1
0;4666.67;3;2;3;1;5;1;2;1;0;2;1.5;46;1;1;1;1;1;0;0;0;1;1;1;1;1;1;112;0;2;0;4;4;0;1;1;0;2;1
0;20333.3;1;1;1;1;4;1;1;0;0;3;1;46;1;1;1;1;1;1;0;1;1;1;1;1;1;1;100;1;1;1;4;4;1;1;1;1;1;1
0;17000;1;1;2;1;4;2;1;0;1;0;0.25;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;232;1;1;1;3;3;1;0;1;1;1;1
0;3950;1;1;1;1;4;1;1;1;0;3;1.33;45;1;1;1;1;1;0;0;0;1;1;1;0;1;1;16;1;1;1;2;2;1;1;1;1;2;1
0;5625;1;1;1;1;1;1;1;0;1;3;1.33;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;181;1;1;1;2;2;1;1;1;1;1;1
0;7250;1;1;1;1;2;1;1;0;0;4;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;210;1;1;1;3;3;1;1;1;1;1;1
1;1380;1;1;1;1;5;1;1;1;0;4;2.5;99;1;1;1;1;1;0;1;1;0;1;1;0;0;1;305;1;1;1;1;1;1;1;1;1;1;1
0;4000;1;1;1;1;2;1;1;1;1;3;2.5;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;73;1;1;1;5;5;1;1;1;1;1;1
0;4640;1;1;1;1;2;1;1;1;0;4;1.25;44;1;1;1;1;1;0;0;0;1;1;1;0;1;1;256;1;1;1;4;4;1;1;1;1;2;1
0;35666.7;1;1;1;1;6;1;1;0;0;3;0.5;40;1;1;1;1;1;1;1;1;1;1;1;0;1;1;210;1;1;1;3;3;1;1;1;1;1;1
1;2733.33;1;1;1;1;1;1;1;0;1;5;2;0;1;1;0;1;1;1;0;1;1;1;1;1;1;0;359;1;1;1;2;2;1;1;1;1;1;1
0;13333.3;1;1;2;1;6;2;1;1;0;2;0.6;0;1;1;0;1;1;1;1;0;1;1;1;0;1;1;375;1;1;1;4;4;1;0;1;1;2;1
0;8000;1;1;1;1;6;1;1;0;1;1;0.67;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;37;1;1;1;3;3;1;1;1;1;1;1
0;3860;1;1;1;1;3;1;1;3;0;2;1.25;8;1;1;0;1;1;0;0;1;1;1;1;1;1;1;146;1;1;1;4;4;1;1;1;1;1;1
0;14000;3;1;1;1;3;1;1;0;0;2;2;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;374;1;1;1;4;4;0;1;1;1;2;1
0;22500;1;1;1;1;6;1;1;0;0;2;1;45;1;1;1;1;1;1;0;1;1;1;1;0;1;1;54;1;1;1;3;3;1;1;1;1;1;1
0;5000;2;1;2;1;3;1;1;2;0;2;2;32;1;1;1;1;1;1;1;0;1;1;1;0;1;1;413;1;2;0;4;4;1;1;1;1;2;1
0;7625;2;1;3;1;3;2;1;0;0;4;2;14;1;1;1;1;1;1;0;1;1;1;1;0;1;1;172;1;1;1;2;2;0;0;1;1;1;1
0;13000;1;1;1;1;5;1;1;0;0;4;1.33;45;1;0;1;1;1;0;0;1;1;1;1;0;1;1;97;1;1;1;9;9;1;1;1;1;1;1
1;4000;1;2;2;1;2;1;2;0;0;3;1;48;0;0;1;1;1;0;0;0;1;1;1;0;0;1;248;0;1;1;4;4;1;1;2;0;2;1
0;10000;1;1;1;1;5;1;1;1;0;2;0.75;48;1;1;1;1;1;1;0;1;1;1;1;0;0;1;229;1;1;1;1;1;1;1;1;1;1;1
0;10000;1;1;1;1;4;1;1;0;1;0;0.33;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;229;1;1;1;9;9;1;1;1;1;1;1
0;8000;1;1;3;1;6;1;1;0;0;1;0.33;25;1;1;1;1;1;1;0;1;1;1;1;0;1;1;198;1;1;1;2;2;1;1;1;1;1;1
0;6600;1;1;1;1;2;1;1;0;0;2;0.67;30;1;1;1;1;1;1;0;0;1;1;1;0;0;1;152;1;1;1;2;2;1;1;1;1;2;1
0;80000;1;1;1;1;5;1;1;0;0;1;0.33;60;1;1;1;1;1;1;1;1;1;1;1;0;1;1;33;1;1;1;1;1;1;1;1;1;1;1
0;5800;1;1;1;1;3;1;1;0;1;0;0.33;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;174;1;1;1;4;4;1;1;1;1;1;1
0;6200;1;1;1;1;3;1;1;0;2;0;0.67;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;104;1;1;1;3;3;1;1;1;1;1;1
0;7000;3;1;3;1;4;1;1;2;0;2;4;60;0;1;0;1;1;0;0;0;1;1;1;0;1;1;218;1;2;0;2;2;0;1;2;1;2;1
0;4666.67;1;1;2;1;6;1;1;1;0;2;3;20;1;1;1;1;1;0;0;1;1;1;1;1;1;1;41;1;1;1;2;2;1;1;1;1;1;1
1;3500;1;1;2;1;3;2;1;0;0;2;1;45;1;1;1;0;1;0;0;0;1;1;1;1;1;1;296;1;1;1;4;4;1;0;1;1;2;1
1;400;2;1;2;1;1;2;1;0;0;1;0.25;0;1;1;0;1;1;1;0;0;1;1;1;0;0;0;351;1;2;0;3;3;1;0;1;1;2;1
1;2250;1;1;1;1;4;1;1;0;0;4;1.33;42;1;1;1;1;1;1;0;1;1;1;1;1;1;1;30;1;1;1;2;2;1;1;1;1;1;1
0;7333.33;1;1;2;1;3;2;1;0;0;3;1;48;1;1;1;1;1;1;0;0;1;1;1;0;1;1;65;1;1;1;3;3;1;0;1;1;2;1
0;10200;1;1;1;1;6;1;1;0;0;1;0.5;4;1;1;1;1;1;1;0;1;1;1;0;1;1;1;99;1;1;1;1;1;1;1;1;1;1;1
0;7250;1;1;1;1;3;1;1;0;0;2;2;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;205;1;1;1;9;9;1;1;1;1;1;1
0;5750;1;1;2;1;2;2;1;0;1;1;0.67;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;437;1;1;1;4;4;1;0;1;1;1;1
0;9333.33;1;1;1;1;5;1;1;0;0;3;1.5;12;1;1;1;1;1;1;0;1;1;1;1;0;1;1;40;1;1;1;1;1;1;1;1;1;1;1
1;1495.83;1;1;2;1;2;2;2;1;0;5;6;24;1;1;0;1;1;0;0;0;0;0;0;1;0;1;486;1;1;1;2;2;1;0;1;0;2;1
1;2580;3;2;2;3;1;2;2;2;0;3;2.5;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;424;0;2;0;4;4;0;0;2;0;2;0
1;3250;2;1;1;1;6;1;1;1;0;3;2;45;1;1;1;1;1;0;0;1;1;1;1;0;1;1;63;1;2;0;4;4;1;1;1;1;1;1
0;7300;2;1;2;1;7;1;1;0;1;0;0.5;0;1;0;1;1;1;0;0;1;1;1;1;1;1;0;59;1;2;0;1;1;1;1;1;1;1;1
0;13000;1;1;1;1;2;1;1;0;1;0;0.33;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;137;1;1;1;1;1;1;1;1;1;1;1
1;3333.33;1;1;1;1;3;1;1;1;0;2;0.75;60;1;1;1;1;1;0;0;1;1;1;1;0;0;1;197;1;1;1;2;2;1;1;1;1;1;1
1;3100;1;1;2;1;4;1;1;1;0;2;1;18;1;0;0;0;1;1;0;0;0;1;0;1;1;1;278;1;1;1;4;4;1;1;1;1;2;1
0;13750;2;1;1;3;2;1;1;0;0;4;1.33;60;1;1;0;1;1;1;1;1;1;1;1;1;1;1;110;1;1;1;2;2;0;1;1;1;1;0
0;18500;2;1;1;1;3;1;1;0;0;2;0.4;35;1;0;1;1;1;1;0;1;1;1;1;1;1;1;179;1;2;0;4;4;1;1;1;1;1;1
0;3850;2;1;3;1;4;2;1;1;1;2;0.8;56;1;1;1;1;1;1;0;0;1;1;1;0;1;1;262;1;2;0;4;4;1;0;1;1;2;1
0;28000;1;1;1;1;6;1;1;0;0;1;0.5;45;1;1;1;1;1;0;0;1;1;1;1;1;1;1;129;1;1;1;9;9;1;1;1;1;1;1
1;1000;2;1;1;1;5;1;1;2;0;6;2;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;89;1;2;0;2;2;1;1;1;1;2;1
1;2800;1;1;1;1;4;1;1;0;1;1;0.4;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;179;1;1;1;1;1;1;1;1;1;1;1
0;4300;3;1;3;1;3;1;1;1;0;3;1.33;45;1;1;1;1;1;1;1;1;0;1;1;0;1;1;115;1;1;1;4;4;0;1;1;1;1;1
0;14000;1;1;1;1;4;1;1;0;0;1;0.5;42;1;1;1;1;1;0;0;1;1;1;1;0;0;1;51;1;1;1;9;9;0;1;1;1;1;1
1;2150;1;1;1;1;5;1;1;0;0;4;1;16;1;1;1;1;1;1;0;1;0;1;1;0;0;1;222;1;1;1;2;2;1;1;1;1;1;1
0;8150;1;1;2;1;5;1;1;0;0;4;2;66;1;1;1;1;1;0;0;1;1;1;1;0;1;1;131;1;1;1;3;3;1;1;1;1;1;1
0;4833.33;1;1;1;1;3;1;1;0;0;3;1;30;1;0;1;1;1;1;0;1;1;1;1;1;1;1;95;1;1;1;9;9;1;1;1;1;1;1
0;6166.67;1;1;1;1;6;1;1;0;0;3;1;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;434;1;1;1;2;2;1;1;1;1;1;1
0;10500;2;1;1;1;4;1;1;0;1;3;1.33;72;1;1;0;1;1;0;0;1;1;1;1;1;0;1;197;1;1;1;1;1;0;1;1;1;1;1
0;7200;2;1;2;1;1;2;2;0;1;2;1;50;1;1;1;1;1;0;0;0;1;1;1;0;1;1;396;1;2;0;4;4;1;0;1;0;2;1
0;7766.67;1;1;1;1;6;1;1;0;0;3;1;32;1;1;1;1;1;1;0;1;1;1;1;1;1;1;317;1;1;1;1;1;1;1;1;1;1;1
0;3750;1;2;2;2;3;2;2;2;0;2;1.33;40;0;1;1;1;1;0;0;0;1;1;1;0;0;1;471;0;1;1;4;4;1;0;2;0;2;0
1;2475;2;1;2;1;3;2;2;0;0;8;2;0;0;1;1;1;1;0;0;0;1;1;1;0;0;0;403;1;2;0;4;4;1;0;2;0;2;1
0;3750;1;1;1;1;5;1;1;2;0;2;1;63;1;1;1;1;1;1;0;1;1;1;1;0;1;1;465;1;1;1;4;4;1;1;1;1;1;1
0;5066.67;1;1;2;1;2;1;1;0;1;2;1;0;1;0;1;1;1;0;0;1;1;1;1;0;1;0;119;1;1;1;4;4;1;1;1;1;1;1
0;16000;2;1;2;1;5;2;1;0;0;1;0.33;12;1;1;1;1;1;1;0;1;1;1;1;1;1;1;428;1;1;1;2;2;0;0;1;1;1;1
0;7000;1;1;1;1;6;2;1;0;0;1;0.14;12;1;1;1;1;1;1;0;1;1;1;1;0;1;1;165;1;1;1;1;1;1;0;1;1;1;1
0;11075;3;1;3;1;2;3;1;0;1;3;1.33;0;1;1;1;1;1;0;0;0;1;1;1;0;1;0;474;1;2;0;4;4;0;0;1;1;2;1
