p;ingresopcf;housingQ;Wlocation;ToiletDrain;ToiletShare;HHschooling;Wsource;ToiletFacility;children;OlderAdults;ActiveMembers;Overcrowding;WorkingHours;bToiletLoc;Hlandfill;Hfloodplain;Hshanty;kitchen;laundry;garage;bCookingFuel;MonetaryAids;GoodsAids;OtherAids;HHgender;MedicalCov;HHemployed;pondera;bWlocation;iv3;biv3;iv4;iv4new;biv5;bWsource;ToiletLoc;bToiletFacility;CookingFuel;bToiletShare
0;11666.7;1;1;1;1;4;1;1;0;0;3;0.6;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;42;1;1;1;1;1;1;1;1;1;1;1
0;6000;1;1;1;1;4;1;1;0;0;1;0.5;6;1;1;1;1;1;0;0;1;1;1;0;0;1;1;475;1;1;1;9;9;1;1;1;1;1;1
1;2666.67;1;1;1;1;6;1;1;0;0;3;1.5;10;1;1;1;1;1;0;0;1;1;1;1;1;1;1;425;1;1;1;9;9;0;1;1;1;1;1
0;13750;1;1;1;1;6;1;1;0;0;2;0.67;44;1;1;1;1;1;1;0;1;1;1;1;1;1;1;271;1;1;1;9;9;0;1;1;1;1;1
0;16350;1;1;1;1;4;1;1;0;0;2;2;48;1;1;1;1;1;1;0;1;1;1;1;0;1;1;271;1;1;1;9;9;1;1;1;1;1;1
0;11250;1;1;1;1;6;1;1;2;0;2;1.33;20;1;1;1;1;1;0;0;1;1;1;1;0;1;1;230;1;1;1;1;1;1;1;1;1;1;1
0;25900;1;1;1;1;6;1;1;0;0;1;0.33;60;1;1;1;1;1;1;0;1;1;1;1;1;1;1;472;1;1;1;2;2;1;1;1;1;1;1
0;6300;1;1;1;1;2;1;1;0;2;0;0.67;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;27;1;1;1;9;9;1;1;1;1;1;1
0;20000;1;1;1;1;3;1;1;0;0;1;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;286;1;1;1;1;1;1;1;1;1;1;1
0;7240;1;1;2;1;2;1;1;0;1;0;0.5;25;1;1;0;1;1;0;0;1;1;0;1;1;1;1;60;1;1;1;1;1;1;1;1;1;1;1
0;15000;1;1;1;1;6;1;1;0;0;2;0.67;50;1;1;1;1;1;1;0;1;1;1;1;0;1;1;58;1;1;1;9;9;1;1;1;1;1;1
0;17400;1;1;1;1;1;1;1;0;1;0;0.33;0;1;1;1;1;1;0;0;1;1;1;0;1;1;0;3;1;1;1;2;2;1;1;1;1;1;1
0;8000;1;1;1;1;6;1;1;0;0;3;1;40;1;1;1;1;1;0;0;1;1;1;1;1;1;1;335;1;1;1;9;9;1;1;1;1;1;1
0;8600;1;1;1;1;4;1;1;0;3;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;444;1;1;1;2;2;1;1;1;1;1;1
0;29000;1;1;1;1;6;1;1;0;0;2;0.5;32;1;1;1;1;1;1;0;1;1;1;1;0;1;1;199;1;1;1;2;2;1;1;1;1;1;1
0;40000;1;1;1;1;6;1;1;0;0;1;0.5;45;1;1;1;1;1;1;0;1;1;1;1;0;1;1;164;1;1;1;9;9;1;1;1;1;1;1
0;90000;1;1;1;1;6;1;1;0;1;0;0.25;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;352;1;1;1;1;1;1;1;1;1;1;1
0;21000;1;1;1;1;6;1;1;0;0;1;0.5;30;1;1;1;1;1;1;0;1;1;1;1;1;1;1;199;1;1;1;9;9;1;1;1;1;1;1
0;20000;1;1;1;1;5;1;1;1;0;2;1;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;494;1;1;1;1;1;1;1;1;1;1;1
0;5625;2;1;1;1;4;1;1;2;0;2;1.33;48;1;1;1;1;1;0;0;1;1;1;1;0;1;1;467;1;1;1;1;1;0;1;1;1;1;1
0;15200;1;1;1;1;2;1;1;0;2;0;0.67;45;1;1;1;1;1;0;0;1;1;1;1;0;1;1;461;1;1;1;2;2;1;1;1;1;1;1
1;2060;1;1;1;1;2;1;1;2;0;3;2.5;24;1;1;1;1;1;1;0;1;0;1;1;1;0;1;19;1;1;1;1;1;1;1;1;1;1;1
0;12500;1;1;1;1;5;1;1;0;0;2;1;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;259;1;1;1;2;2;1;1;1;1;1;1
0;8000;1;1;1;1;6;1;1;2;0;2;1.33;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;31;1;1;1;1;1;1;1;1;1;1;1
0;14500;1;1;1;1;5;1;1;0;0;1;0.33;32;1;1;1;1;1;0;0;0;1;1;0;1;1;1;242;1;1;1;2;2;1;1;1;1;2;1
0;40000;1;1;1;1;6;1;1;0;1;1;0.67;30;1;1;1;1;1;0;0;1;1;1;1;0;1;1;259;1;1;1;2;2;1;1;1;1;1;1
0;4000;1;1;1;1;3;1;1;0;0;2;0.67;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;23;1;1;1;1;1;1;1;1;1;1;1
1;8000;1;1;1;2;3;1;1;0;0;2;2;60;1;1;0;0;1;0;0;0;1;1;1;0;0;1;395;1;1;1;1;1;1;1;1;1;2;0
0;13000;1;1;1;1;6;1;1;0;0;2;1;32;1;1;1;1;1;1;0;1;1;1;1;1;1;1;493;1;1;1;2;2;1;1;1;1;1;1
0;6500;1;1;1;1;2;1;1;0;1;0;0.5;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;492;1;1;1;1;1;1;1;1;1;1;1
0;16375;1;1;1;1;4;1;1;0;0;4;1;50;1;1;1;1;1;1;1;1;1;1;1;0;1;1;492;1;1;1;3;3;1;1;1;1;1;1
0;18950;1;1;1;1;6;1;1;0;0;2;0.67;30;1;1;1;1;1;1;0;1;1;1;0;1;1;1;324;1;1;1;9;9;1;1;1;1;1;1
1;2333.33;1;1;1;1;4;1;1;0;0;3;1;20;1;1;1;1;1;0;0;1;1;1;1;1;0;1;292;1;1;1;1;1;1;1;1;1;1;1
0;15000;3;1;1;1;3;1;1;0;0;2;0.67;72;1;1;1;1;1;1;0;1;1;1;1;0;1;1;404;1;2;0;4;4;0;1;1;1;1;1
0;10100;1;1;1;1;5;1;1;0;0;3;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;192;1;1;1;1;1;1;1;1;1;1;1
0;6250;1;1;1;1;6;1;1;1;0;3;1;0;1;1;1;1;1;1;0;1;1;1;0;1;1;0;331;1;1;1;9;9;1;1;1;1;1;1
0;10000;1;1;1;1;4;1;1;0;0;4;0.8;45;1;1;1;1;1;0;0;1;1;1;1;1;1;1;202;1;1;1;9;9;1;1;1;1;1;1
0;12500;1;1;1;1;3;1;1;0;0;2;2;48;1;1;1;1;1;0;0;1;1;1;1;0;1;1;344;1;1;1;1;1;1;1;1;1;1;1
0;17000;1;1;1;1;4;1;1;0;0;1;1;18;1;1;1;1;1;0;0;1;1;1;1;1;1;1;266;1;1;1;9;9;1;1;1;1;1;1
0;14100;1;1;1;1;4;1;1;0;0;1;0.5;48;1;1;1;1;1;0;0;1;1;1;1;1;1;1;267;1;1;1;1;1;1;1;1;1;1;1
0;8000;1;1;1;1;6;1;1;0;0;1;0.33;20;1;1;1;1;1;0;0;1;1;1;1;1;1;1;267;1;1;1;1;1;1;1;1;1;1;1
0;20333.3;1;1;1;1;5;1;1;1;0;2;1;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;189;1;1;1;9;9;1;1;1;1;1;1
0;58000;1;1;1;1;6;1;1;0;0;1;1;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;84;1;1;1;2;2;1;1;1;1;1;1
0;18700;1;1;1;1;5;1;1;0;0;1;0.5;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;209;1;1;1;9;9;1;1;1;1;1;1
0;8600;1;1;1;1;6;1;1;1;0;4;1.25;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;56;1;1;1;9;9;1;1;1;1;1;1
1;1120;3;1;1;1;1;1;2;0;0;5;0.83;35;1;1;1;1;1;0;0;0;0;1;1;0;0;1;395;1;2;0;4;4;0;1;1;0;2;1
0;15000;1;1;1;1;5;1;1;0;0;2;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;352;1;1;1;9;9;1;1;1;1;1;1
0;20000;1;1;1;1;6;1;1;0;0;1;0.33;45;1;1;1;1;1;1;0;1;1;1;1;1;1;1;429;1;1;1;9;9;1;1;1;1;1;1
0;6100;1;1;1;1;3;1;1;1;0;1;1;70;1;1;1;1;1;0;0;1;1;1;1;1;1;1;56;1;1;1;1;1;1;1;1;1;1;1
0;7600;2;1;1;1;6;1;1;0;0;2;0.5;35;1;1;1;1;1;0;0;1;1;1;1;1;1;1;467;1;1;1;1;1;0;1;1;1;1;1
0;13650;1;1;1;1;3;1;1;0;2;0;0.25;6;1;1;1;1;1;1;0;1;1;1;1;0;1;1;419;1;1;1;2;2;1;1;1;1;1;1
0;16000;1;1;1;1;4;1;1;0;0;1;0.5;45;1;1;1;1;1;1;0;1;1;1;1;1;1;1;475;1;1;1;9;9;1;1;1;1;1;1
0;18000;1;1;1;1;6;1;1;0;0;1;0.33;24;1;1;1;1;1;0;0;1;1;1;1;1;1;1;335;1;1;1;9;9;1;1;1;1;1;1
0;14500;1;1;1;1;5;1;1;0;0;2;0.67;27;1;1;1;1;1;1;0;1;1;1;1;1;1;1;342;1;1;1;9;9;1;1;1;1;1;1
0;11000;1;1;1;1;6;1;1;0;0;2;0.67;36;1;1;1;1;1;1;0;1;1;1;1;0;1;1;120;1;1;1;2;2;1;1;1;1;1;1
0;8080;1;1;1;1;4;1;1;0;1;4;1.25;40;1;1;1;1;0;1;0;1;1;1;1;0;1;1;71;1;1;1;2;2;1;1;1;1;1;1
0;20500;1;1;1;1;6;1;1;0;0;2;0.67;30;1;1;1;1;1;1;0;1;1;1;1;0;1;1;208;1;1;1;9;9;1;1;1;1;1;1
1;3288.33;1;1;1;1;4;1;1;0;0;6;3;20;1;1;1;1;1;1;1;1;0;1;1;1;1;1;487;1;1;1;1;1;1;1;1;1;1;1
0;12500;1;1;1;1;4;1;1;0;0;2;0.67;61;1;1;1;1;1;1;1;1;1;1;1;0;1;1;11;1;1;1;1;1;1;1;1;1;1;1
0;14333.3;1;1;1;1;3;1;1;0;0;3;1;54;1;1;1;1;1;1;0;1;1;1;1;0;1;1;249;1;1;1;9;9;1;1;1;1;1;1
1;2666.67;1;1;1;1;4;1;1;0;0;3;1.5;16;1;1;1;1;1;1;0;1;1;1;1;0;1;1;60;1;1;1;2;2;1;1;1;1;1;1
0;30000;1;1;1;1;4;1;1;0;0;1;0.33;40;1;1;1;1;1;1;0;1;1;1;1;1;1;1;98;1;1;1;2;2;1;1;1;1;1;1
0;7000;1;1;1;1;3;1;1;1;0;2;1.5;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;464;1;1;1;2;2;1;1;1;1;1;1
0;20750;1;1;1;1;6;1;1;0;0;2;1;45;1;1;1;1;1;1;0;1;1;1;1;0;1;1;200;1;1;1;9;9;1;1;1;1;1;1
1;3750;1;1;1;1;3;1;1;1;0;3;2;56;1;1;1;1;1;0;0;1;1;1;1;1;0;1;482;1;1;1;4;4;1;1;1;1;1;1
0;9250;1;1;1;1;4;1;1;2;0;2;2;0;1;1;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;3;1
0;12000;1;1;1;1;6;1;1;0;0;1;0.5;45;1;1;1;1;1;1;0;1;1;1;1;1;1;1;336;1;1;1;9;9;1;1;1;1;1;1
0;9500;1;1;1;3;1;1;1;0;0;1;1;48;1;1;1;1;1;0;0;1;1;1;1;0;1;1;467;1;1;1;2;2;1;1;1;1;1;0
1;1653.85;1;1;1;1;3;1;2;4;0;9;3.25;37;1;1;1;1;1;0;0;1;0;1;1;0;1;1;242;1;1;1;2;2;1;1;1;0;1;1
0;8900;1;1;1;1;4;1;1;0;2;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;161;1;1;1;1;1;1;1;1;1;1;1
1;3200;1;1;1;1;3;1;1;2;0;2;1;44;1;1;1;1;1;1;0;1;1;1;1;0;0;1;411;1;1;1;9;9;1;1;1;1;1;1
0;35000;1;1;1;1;6;1;1;0;0;1;0.5;48;1;1;1;1;1;1;0;1;1;1;1;0;1;1;124;1;1;1;2;2;1;1;1;1;1;1
0;20700;1;1;1;1;3;1;1;0;2;0;0.67;32;1;1;1;1;1;0;0;1;1;1;1;0;1;1;259;1;1;1;2;2;1;1;1;1;1;1
0;6000;1;1;1;1;5;1;1;0;0;2;0.67;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;324;1;1;1;9;9;1;1;1;1;1;1
0;5375;1;1;1;1;4;1;1;2;0;2;4;44;1;1;1;1;1;0;0;1;1;1;1;0;1;1;66;1;1;1;2;2;1;1;1;1;1;1
0;20666.7;1;1;2;1;6;1;1;0;0;3;0.6;35;1;1;1;1;1;1;0;1;1;1;1;0;1;1;314;1;1;1;1;1;1;1;1;1;1;1
0;43000;1;1;1;1;6;1;1;0;1;0;0.25;6;1;1;1;1;1;1;1;1;1;1;1;0;1;1;311;1;1;1;1;1;1;1;1;1;1;1
0;23500;1;1;1;1;4;1;1;0;0;2;0.67;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;422;1;1;1;9;9;1;1;1;1;1;1
0;12700;1;1;1;1;5;1;1;0;1;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;411;1;1;1;9;9;1;1;1;1;1;1
0;20000;1;1;1;1;1;1;1;0;1;1;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;411;1;1;1;9;9;1;1;1;1;1;1
0;71000;1;1;1;1;6;1;1;0;0;1;0.33;25;1;1;1;1;1;0;1;1;1;1;1;0;1;1;358;1;1;1;9;9;1;1;1;1;1;1
0;38000;1;1;1;1;6;1;1;0;0;1;0.5;42;1;1;1;1;1;1;0;1;1;1;1;0;1;1;489;1;1;1;9;9;1;1;1;1;1;1
0;13500;1;1;1;1;6;1;1;0;0;2;1;35;1;1;1;1;1;0;0;1;1;1;0;1;0;1;233;1;1;1;9;9;1;1;1;1;1;1
0;5800;1;1;1;1;6;1;1;2;0;3;1;55;1;1;1;1;1;1;0;1;1;1;1;0;1;1;422;1;1;1;1;1;1;1;1;1;1;1
0;13000;1;1;1;1;2;1;1;0;0;1;0.5;30;1;1;1;1;1;0;0;1;1;1;1;0;1;1;494;1;1;1;9;9;1;1;1;1;1;1
0;11075;1;1;1;1;6;1;1;0;0;4;1.33;35;1;1;1;1;1;1;1;1;1;1;1;0;1;1;324;1;1;1;9;9;1;1;1;1;1;1
0;14000;1;1;1;1;5;1;1;0;0;2;1;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;448;1;1;1;9;9;1;1;1;1;1;1
0;67750;1;1;1;1;6;1;1;0;0;4;2;55;1;1;1;1;1;1;1;1;1;1;1;0;1;1;333;1;1;1;9;9;1;1;1;1;1;1
0;16400;1;1;1;1;6;1;1;0;0;5;0.62;25;1;1;1;1;1;1;0;1;1;1;1;1;1;1;311;1;1;1;1;1;1;1;1;1;1;1
0;12666.7;1;1;1;1;3;1;1;0;0;3;1;72;1;1;1;1;1;1;0;1;1;1;1;0;1;1;209;1;1;1;2;2;1;1;1;1;1;1
0;16800;1;1;1;1;5;1;1;0;0;1;0.5;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;56;1;1;1;9;9;1;1;1;1;1;1
0;15000;1;1;1;1;5;1;1;0;0;2;0.4;28;1;1;1;1;1;0;0;1;1;1;1;0;1;1;419;1;1;1;3;3;1;1;1;1;1;1
0;7500;1;1;1;1;1;1;1;1;0;1;1;40;1;1;1;1;1;1;0;1;1;1;1;1;1;1;19;1;1;1;1;1;1;1;1;1;1;1
0;14000;1;1;1;1;5;1;1;0;1;0;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;336;1;1;1;9;9;1;1;1;1;1;1
0;3900;1;1;1;1;4;1;1;0;1;1;0.67;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;419;1;1;1;9;9;1;1;1;1;1;1
0;12000;2;1;1;1;3;1;1;0;1;1;0.67;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;314;1;1;1;1;1;0;1;1;1;1;1
0;15000;1;1;1;1;5;1;1;0;0;2;2;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;449;1;1;1;9;9;1;1;1;1;1;1
0;12000;1;1;1;1;6;1;1;0;1;0;0.5;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;11;1;1;1;1;1;1;1;1;1;1;1
0;27000;1;1;1;1;5;1;1;0;0;1;0.5;42;1;1;1;1;1;1;0;1;1;1;1;0;1;1;407;1;1;1;1;1;1;1;1;1;1;1
0;11666.7;1;1;1;1;5;1;1;1;0;2;0.75;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;249;1;1;1;9;9;1;1;1;1;1;1
0;8500;1;1;1;1;6;1;1;0;1;0;0.5;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;340;1;1;1;9;9;1;1;1;1;1;1
0;8200;1;1;1;1;6;1;1;0;0;5;0.71;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;34;1;1;1;3;3;1;1;1;1;1;1
0;14000;1;1;1;1;6;1;1;0;0;1;1;38;1;1;1;1;1;0;0;1;1;1;0;1;1;1;301;1;1;1;9;9;1;1;1;1;1;1
0;30000;1;1;1;1;4;1;1;0;0;1;0.5;84;1;1;1;1;1;0;0;1;1;1;1;0;1;1;472;1;1;1;9;9;1;1;1;1;1;1
0;9560;1;1;1;1;4;1;1;0;0;5;1.25;54;1;1;1;1;1;0;0;1;1;1;1;0;0;1;180;1;1;1;4;4;1;1;1;1;1;1
0;20500;1;1;1;1;6;1;1;0;0;1;0.5;48;1;1;1;1;1;1;0;1;1;1;1;1;1;1;335;1;1;1;9;9;1;1;1;1;1;1
1;4020;1;1;1;1;3;1;1;1;0;4;2.5;40;1;1;0;1;1;0;0;1;1;1;1;0;0;1;487;1;1;1;4;4;1;1;1;1;1;1
0;12833.3;1;1;1;1;4;1;1;0;0;3;1.5;50;1;1;1;1;1;1;0;1;1;1;1;0;1;1;150;1;1;1;2;2;1;1;1;1;1;1
0;18500;1;1;1;1;5;1;1;0;0;2;1;30;1;1;1;1;0;1;0;1;1;1;1;0;1;1;340;1;1;1;2;2;1;1;1;1;1;1
0;41500;1;1;1;1;6;1;1;0;0;1;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;302;1;1;1;2;2;1;1;1;1;1;1
0;9525;1;1;1;1;6;1;1;2;0;2;1.33;45;1;1;1;1;1;1;0;1;0;1;1;0;1;1;246;1;1;1;9;9;1;1;1;1;1;1
0;12000;1;1;1;1;4;1;1;0;0;1;0.5;48;1;1;1;1;1;0;0;1;1;1;1;1;1;1;127;1;1;1;9;9;1;1;1;1;1;1
0;6250;1;1;1;1;5;1;1;0;1;3;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;75;1;1;1;2;2;1;1;1;1;1;1
0;22850;1;1;1;1;6;1;1;0;2;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;19;1;1;1;2;2;1;1;1;1;1;1
0;60000;1;1;1;1;6;1;1;0;0;1;0.5;31;1;1;1;1;1;1;0;1;1;1;1;0;1;1;493;1;1;1;9;9;1;1;1;1;1;1
0;15200;1;1;1;1;5;1;1;0;0;1;1;48;1;1;1;1;1;0;0;1;1;1;1;0;1;1;492;1;1;1;9;9;1;1;1;1;1;1
0;23500;1;1;1;1;5;1;1;0;0;1;0.5;16;1;1;1;1;1;0;0;1;1;1;1;1;1;1;429;1;1;1;1;1;1;1;1;1;1;1
0;8333.33;1;1;1;1;4;1;1;0;0;3;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;74;1;1;1;1;1;1;1;1;1;1;1
0;23000;1;1;1;1;5;1;1;0;0;1;0.5;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;450;1;1;1;9;9;1;1;1;1;1;1
0;31000;1;1;1;1;6;1;1;0;0;1;1;28;1;1;1;1;1;0;0;1;1;1;1;1;1;1;429;1;1;1;9;9;1;1;1;1;1;1
0;15000;1;1;1;1;6;1;1;1;0;1;0.67;25;1;1;1;1;1;1;0;1;1;1;1;1;1;1;324;1;1;1;9;9;1;1;1;1;1;1
1;3875;2;1;1;1;5;1;1;0;0;4;2;45;1;1;1;1;1;1;0;1;1;1;1;0;1;1;209;1;2;0;1;1;1;1;1;1;1;1
0;40700;1;1;1;1;6;1;1;0;1;0;0.33;12;1;0;1;1;1;1;0;1;1;1;1;1;1;1;325;1;1;1;9;9;1;1;1;1;1;1
0;5500;1;1;1;1;4;1;1;0;1;0;0.5;0;1;1;1;1;1;1;0;1;1;0;1;1;1;0;50;1;1;1;2;2;1;1;1;1;1;1
0;12000;1;1;1;1;2;1;1;0;1;0;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;494;1;1;1;9;9;1;1;1;1;1;1
0;14500;1;1;1;1;2;1;1;0;2;0;1;48;1;1;1;1;1;0;0;1;1;1;1;1;1;1;362;1;1;1;9;9;1;1;1;1;1;1
0;10000;1;1;1;1;6;1;1;0;0;2;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;362;1;1;1;9;9;1;1;1;1;1;1
0;18500;1;1;1;1;2;1;1;0;1;1;0.67;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;451;1;1;1;9;9;1;1;1;1;1;1
0;180000;1;1;1;1;6;1;1;0;1;0;0.33;25;1;1;1;1;1;0;0;1;1;1;0;1;1;1;355;1;1;1;1;1;1;1;1;1;1;1
0;18000;1;1;1;1;6;1;1;1;0;1;0.67;30;1;1;1;1;1;1;0;1;1;1;1;1;1;1;325;1;1;1;9;9;1;1;1;1;1;1
0;40500;1;1;1;1;6;1;1;0;0;2;0.33;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;339;1;1;1;2;2;1;1;1;1;1;1
0;12000;1;1;1;1;2;1;1;0;1;0;0.33;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;126;1;1;1;2;2;1;1;1;1;1;1
0;19500;1;1;1;1;6;1;1;0;0;2;1;45;1;1;1;1;1;0;0;1;1;1;1;0;1;1;161;1;1;1;1;1;1;1;1;1;1;1
0;6250;1;1;1;1;6;1;1;2;0;2;1.33;12;1;1;1;1;0;1;1;1;1;1;1;0;1;1;461;1;1;1;1;1;1;1;1;1;1;1
0;6600;1;1;1;1;3;1;1;0;1;0;0.25;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;23;1;1;1;1;1;1;1;1;1;1;1
0;4700;1;1;1;1;5;1;1;0;0;1;0.33;0;1;1;1;1;1;1;0;1;1;1;0;1;1;0;3;1;1;1;2;2;1;1;1;1;1;1
0;8300;1;1;1;1;2;1;1;0;0;1;1;4;1;1;1;1;1;0;0;1;1;1;1;1;1;1;449;1;1;1;2;2;1;1;1;1;1;1
0;19400;1;1;1;1;2;1;1;0;1;0;1;45;1;1;1;1;1;0;0;1;1;1;1;0;1;1;74;1;1;1;9;9;1;1;1;1;1;1
0;3700;1;1;1;1;5;1;1;1;0;4;1.67;0;1;1;1;1;1;0;0;1;0;1;1;0;1;0;311;1;1;1;1;1;1;1;1;1;1;1
0;15000;1;1;1;1;4;1;1;0;1;0;0.33;0;1;1;1;1;1;1;0;1;1;1;0;1;1;0;325;1;1;1;9;9;1;1;1;1;1;1
0;31550;1;1;1;1;6;1;1;0;0;2;1;45;1;1;1;1;1;1;1;1;1;1;1;0;1;1;263;1;1;1;9;9;1;1;1;1;1;1
0;17500;1;1;1;1;2;1;1;0;2;0;0.67;0;1;1;0;1;1;0;0;1;1;1;1;0;1;0;161;1;1;1;1;1;1;1;1;1;1;1
0;6300;1;1;1;1;2;1;1;0;2;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;466;1;1;1;2;2;1;1;1;1;1;1
0;7390;1;1;1;1;3;1;1;0;2;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;447;1;1;1;9;9;1;1;1;1;1;1
0;9500;1;1;1;1;6;1;1;0;1;3;0.8;30;1;1;1;1;1;1;1;1;1;1;1;0;1;1;34;1;1;1;2;2;1;1;1;1;1;1
0;25000;1;1;1;1;4;1;1;0;2;0;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;148;1;1;1;9;9;1;1;1;1;1;1
0;13333.3;1;1;1;1;6;1;1;1;0;2;1.5;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;180;1;1;1;2;2;1;1;1;1;1;1
0;14333.3;1;1;1;1;6;1;1;1;0;2;0.75;40;1;1;1;1;1;1;0;1;1;1;1;1;1;1;472;1;1;1;9;9;1;1;1;1;1;1
0;12000;1;1;1;1;4;1;1;0;1;0;0.33;0;1;1;1;1;1;1;0;1;1;1;0;1;1;0;438;1;1;1;2;2;1;1;1;1;1;1
0;8000;1;1;1;1;4;1;1;0;1;0;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;425;1;1;1;9;9;1;1;1;1;1;1
1;3833.33;1;1;1;1;5;1;1;1;0;5;2;24;1;0;1;1;1;1;0;1;1;1;1;0;0;1;272;1;1;1;9;9;1;1;1;1;1;1
0;13000;1;1;1;1;1;1;1;0;1;0;0.33;0;1;1;1;1;1;0;0;1;1;0;1;1;1;0;425;1;1;1;9;9;1;1;1;1;1;1
0;12000;1;1;1;1;5;1;1;0;0;2;0.67;20;1;1;1;1;1;1;0;1;1;1;1;0;1;1;386;1;1;1;9;9;1;1;1;1;1;1
0;7200;1;1;1;1;6;1;1;0;0;5;1;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;206;1;1;1;1;1;1;1;1;1;1;1
0;6133.33;1;1;1;1;4;1;1;0;0;3;1;10;1;1;1;1;1;0;0;1;1;1;1;0;1;1;60;1;1;1;1;1;1;1;1;1;1;1
0;8500;1;1;1;1;4;1;1;0;0;5;1.25;45;1;1;1;1;1;1;0;1;1;1;1;1;1;1;487;1;1;1;1;1;1;1;1;1;1;1
0;8500;2;1;1;1;4;1;1;2;0;2;1.33;45;1;1;1;1;1;1;1;1;1;1;1;1;1;1;487;1;1;1;2;2;0;1;1;1;1;1
0;3333.33;1;1;1;1;5;1;1;2;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;355;1;1;1;1;1;1;1;1;1;1;1
1;2775;1;1;1;2;6;1;1;2;0;2;1;49;1;1;1;1;1;1;0;1;0;1;1;0;0;1;383;1;1;1;2;2;1;1;1;1;1;0
0;9750;1;1;1;1;4;1;1;1;0;3;2;54;1;0;1;1;1;0;0;1;1;1;1;0;1;1;315;1;1;1;9;9;1;1;1;1;1;1
0;18833.3;1;1;1;1;6;1;1;1;0;2;0.75;56;1;1;1;1;0;1;0;1;1;1;1;0;1;1;457;1;1;1;1;1;1;1;1;1;1;1
0;30000;1;1;1;1;5;1;1;0;0;1;0.33;40;1;1;1;1;1;1;1;1;1;1;1;0;1;1;117;1;1;1;1;1;1;1;1;1;1;1
0;6800;1;1;1;1;2;1;1;0;2;0;0.5;0;1;1;1;1;0;1;0;1;1;1;1;0;1;0;497;1;1;1;1;1;1;1;1;1;1;1
0;10333.3;1;1;1;1;1;1;1;0;2;1;1;11;1;1;1;1;1;0;0;1;1;1;1;0;0;1;455;1;1;1;4;4;1;1;1;1;1;1
0;10333.3;1;1;1;1;5;1;1;0;1;2;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;462;1;1;1;9;9;1;1;1;1;1;1
0;16000;1;1;1;1;6;1;1;0;0;2;1;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;192;1;1;1;1;1;1;1;1;1;1;1
